neg,neg_err,L,p,L_A
1.4923749260721124,0.0037540125785047824,1000.0,0.0,10.0
2.91555516085761,0.007328189483895989,1000.0,0.0,20.0
4.307487017771388,0.010024199177390041,1000.0,0.0,30.0
5.651560045084491,0.01127170274638401,1000.0,0.0,40.0
6.898842329744008,0.012583804999930004,1000.0,0.0,50.0
8.137932999574435,0.015445811684563188,1000.0,0.0,60.0
9.319597582785292,0.01846220923397386,1000.0,0.0,70.0
10.417338533947156,0.02078523995849802,1000.0,0.0,80.0
11.528429144674964,0.020177950719947223,1000.0,0.0,90.0
12.556662962903276,0.026949414509172254,1000.0,0.0,100.0
13.540598553567124,0.023114893380852347,1000.0,0.0,110.0
14.4263650139145,0.026601838325790113,1000.0,0.0,120.0
15.355452813905638,0.026619576626278802,1000.0,0.0,130.0
16.203362334966947,0.028031406300762167,1000.0,0.0,140.0
16.977084616219564,0.03091649599824975,1000.0,0.0,150.0
17.769148818621744,0.029607043777828024,1000.0,0.0,160.0
18.421890714870166,0.03124928387825337,1000.0,0.0,170.0
19.15787421129286,0.02914462756885387,1000.0,0.0,180.0
19.686228885304118,0.03389003958150175,1000.0,0.0,190.0
20.321056811905336,0.03678616531051686,1000.0,0.0,200.0
20.869296257416213,0.035664069659428685,1000.0,0.0,210.0
21.32249492334004,0.03810914549920035,1000.0,0.0,220.0
21.78460469742669,0.03681057893093957,1000.0,0.0,230.0
22.15288975666381,0.036672640335530346,1000.0,0.0,240.0
22.479707923706723,0.04122578182619081,1000.0,0.0,250.0
22.86993857142847,0.03914207425306181,1000.0,0.0,260.0
23.136428585200942,0.04350874260945588,1000.0,0.0,270.0
23.410661456980407,0.04347640166126873,1000.0,0.0,280.0
23.63409660064423,0.040436361053349364,1000.0,0.0,290.0
23.74322770488664,0.04373168361515181,1000.0,0.0,300.0
23.936166675249048,0.04435666407801643,1000.0,0.0,310.0
23.976994494678603,0.039674209833518555,1000.0,0.0,320.0
24.03084972392197,0.044956193207681586,1000.0,0.0,330.0
1.2927461957059103,0.004677961492350469,1000.0,0.2,10.0
2.5809489371501537,0.007707723250926243,1000.0,0.2,20.0
3.8307992992518916,0.010839343133007936,1000.0,0.2,30.0
5.030765151147052,0.014440524641719766,1000.0,0.2,40.0
6.268123437328654,0.0145792586295306,1000.0,0.2,50.0
7.36728911342821,0.01865767458672154,1000.0,0.2,60.0
8.518294214147133,0.02186781966175508,1000.0,0.2,70.0
9.607354715849647,0.023556574652205287,1000.0,0.2,80.0
10.664303889954486,0.027762527402911436,1000.0,0.2,90.0
11.626056927368559,0.02840499933683562,1000.0,0.2,100.0
12.549181967590672,0.03054411379841826,1000.0,0.2,110.0
13.489426805257654,0.03287675314575189,1000.0,0.2,120.0
14.379372921116067,0.03271362731404668,1000.0,0.2,130.0
15.24065145152163,0.033725129966798835,1000.0,0.2,140.0
15.99274679471329,0.04107329261071231,1000.0,0.2,150.0
16.81021679704833,0.04083403170877242,1000.0,0.2,160.0
17.543138111965913,0.04256832197887147,1000.0,0.2,170.0
18.186268273348716,0.04782398144539907,1000.0,0.2,180.0
18.84747056612728,0.04515545933163496,1000.0,0.2,190.0
19.39689836126898,0.04850765118951076,1000.0,0.2,200.0
19.976643993969486,0.045730351532175396,1000.0,0.2,210.0
20.578524210875948,0.05569188786003222,1000.0,0.2,220.0
20.9505955857644,0.0564948639027628,1000.0,0.2,230.0
21.402174611020087,0.05011712792608801,1000.0,0.2,240.0
21.714166460217754,0.05165880162543453,1000.0,0.2,250.0
22.120360502385417,0.05807323482706113,1000.0,0.2,260.0
22.489081232043233,0.04962961376350035,1000.0,0.2,270.0
22.756970130590663,0.0579246511888335,1000.0,0.2,280.0
22.979686407024477,0.06392576117862156,1000.0,0.2,290.0
23.12483578504924,0.057045693557674984,1000.0,0.2,300.0
23.311210235841855,0.06255035169090764,1000.0,0.2,310.0
23.435777325778712,0.054237741156083916,1000.0,0.2,320.0
23.622045526321195,0.05704003076404811,1000.0,0.2,330.0
0.782160368344386,0.012829405834283426,1000.0,0.6,10.0
1.4408146485005018,0.021799457384282565,1000.0,0.6,20.0
2.0210033529982896,0.02792325095736971,1000.0,0.6,30.0
2.554857432047493,0.034978461638271674,1000.0,0.6,40.0
3.0580711808748027,0.04010787022477112,1000.0,0.6,50.0
3.437592025920785,0.04452788130372497,1000.0,0.6,60.0
3.842494710840167,0.050798247960504715,1000.0,0.6,70.0
4.2407375360552955,0.05119801316166963,1000.0,0.6,80.0
4.472265091485299,0.06288943758113988,1000.0,0.6,90.0
4.942981836769866,0.061339499984315635,1000.0,0.6,100.0
5.2378943616689035,0.06660815394978499,1000.0,0.6,110.0
5.4834776065151605,0.06953152507010532,1000.0,0.6,120.0
5.75325923000294,0.07188928883860093,1000.0,0.6,130.0
6.042105251472308,0.07191179197274421,1000.0,0.6,140.0
6.279688837711152,0.08806989687468944,1000.0,0.6,150.0
6.545475490349739,0.06744278099092503,1000.0,0.6,160.0
6.590895388409332,0.08362280456809976,1000.0,0.6,170.0
7.003524271774804,0.07425373705747348,1000.0,0.6,180.0
7.076349983958073,0.09647135297509583,1000.0,0.6,190.0
7.322708941021886,0.0924175034456524,1000.0,0.6,200.0
7.3692386898935,0.09126045451097643,1000.0,0.6,210.0
7.515739873533882,0.08876304984187249,1000.0,0.6,220.0
7.548203661448935,0.10031068637339557,1000.0,0.6,230.0
7.844794730707693,0.0963418018994639,1000.0,0.6,240.0
7.727066091187373,0.10559955659076292,1000.0,0.6,250.0
8.105766634693593,0.08911455970742309,1000.0,0.6,260.0
