neg,neg_err,L,p,L_A
8.025565569222826,0.08886563627109335,1000.0,0.6,270.0
7.922735454088143,0.09580384169459369,1000.0,0.6,280.0
8.19317034958102,0.10115102483109664,1000.0,0.6,290.0
8.237089258589352,0.09399744290249748,1000.0,0.6,300.0
8.273434361060602,0.08728920890518078,1000.0,0.6,310.0
8.202322873330413,0.1044043086008046,1000.0,0.6,320.0
8.412531587319943,0.08503611366105619,1000.0,0.6,330.0
0.13830464838817064,0.0073118302386389455,1000.0,1.0,10.0
0.18981711558632747,0.007726934036722621,1000.0,1.0,20.0
0.22330105182196866,0.009529406309942215,1000.0,1.0,30.0
0.2390932054704471,0.010739858193439804,1000.0,1.0,40.0
0.25894220871422813,0.012217017794084187,1000.0,1.0,50.0
0.26543075042707165,0.010811603651428286,1000.0,1.0,60.0
