neg,neg_err,L,p,L_A
0.4292386656268279,0.005107361986569878,800.0,0.99,400.0
0.4124665810661013,0.005786545320557439,1200.0,0.99,600.0
0.3909429587380972,0.006342488056058258,1600.0,0.99,800.0
0.3772889455064704,0.008456222044944948,2000.0,0.99,1000.0
0.43564530476989743,0.00502381207405604,400.0,1.0,200.0
0.39992725240533994,0.004983587886573426,800.0,1.0,400.0
0.37510863448152193,0.005323988530578512,1200.0,1.0,600.0
0.3700499332691101,0.006127421224115141,1600.0,1.0,800.0
0.3619181807052429,0.008344666076106925,2000.0,1.0,1000.0
0.40173038983958753,0.004680004404602125,400.0,1.01,200.0
0.3715246558069758,0.004948121133274456,800.0,1.01,400.0
0.34979266870468223,0.00476311220099589,1200.0,1.01,600.0
0.3344486111590376,0.006057008039301361,1600.0,1.01,800.0
0.3362005995631104,0.007884686607650054,2000.0,1.01,1000.0
0.3827329085149614,0.004467609436257235,400.0,1.02,200.0
0.3451266357012795,0.0044951609958980955,800.0,1.02,400.0
0.32072623672266715,0.0047319986865727295,1200.0,1.02,600.0
0.3154445609825829,0.005706202780971837,1600.0,1.02,800.0
0.2907816713468584,0.006973480216794005,2000.0,1.02,1000.0
0.35729026559383203,0.004534585133402709,400.0,1.03,200.0
0.3254431959356311,0.004066449301575893,800.0,1.03,400.0
0.2907371294885349,0.0045598164216800515,1200.0,1.03,600.0
0.2905833918422232,0.004855632879756862,1600.0,1.03,800.0
0.2771618647670826,0.0061844773134174654,2000.0,1.03,1000.0
0.3319550897704411,0.003944285091626771,400.0,1.04,200.0
0.2944474805176023,0.0040814544006984674,800.0,1.04,400.0
0.2807645303117543,0.0040540414855772255,1200.0,1.04,600.0
0.265019956796819,0.004763128421074651,1600.0,1.04,800.0
0.24793797846146368,0.006288405677470661,2000.0,1.04,1000.0
0.31070630460259996,0.0038931167794314207,400.0,1.05,200.0
0.28141529139257054,0.0037892172943825722,800.0,1.05,400.0
0.26133069180156876,0.003940856570286151,1200.0,1.05,600.0
0.24452436379726572,0.004563505242177012,1600.0,1.05,800.0
0.23984247867379643,0.005885030019292723,2000.0,1.05,1000.0
0.2981904170353146,0.0037034556303528646,400.0,1.06,200.0
0.26276932504482736,0.0035683031557785182,800.0,1.06,400.0
0.23293798675958327,0.003498001914117509,1200.0,1.06,600.0
0.22563737629733313,0.004271979661181732,1600.0,1.06,800.0
0.21719815109360446,0.005105557461231554,2000.0,1.06,1000.0
0.27664199017755103,0.0035672839694270587,400.0,1.07,200.0
0.24308617340494698,0.003351303153270225,800.0,1.07,400.0
0.2200564321670992,0.003359568406902584,1200.0,1.07,600.0
0.2119609512992013,0.004169105111478101,1600.0,1.07,800.0
0.19714468709632807,0.004846828914714054,2000.0,1.07,1000.0
0.26334359130602203,0.0034225185952696754,400.0,1.08,200.0
0.22408145483559858,0.003160968880869408,800.0,1.08,400.0
0.2103107011024379,0.0034156727736975117,1200.0,1.08,600.0
0.20088364389625826,0.003915895872673263,1600.0,1.08,800.0
0.17960597052018346,0.004657649354794233,2000.0,1.08,1000.0
0.2491432933034222,0.0032692292350188987,400.0,1.09,200.0
0.20700719442328883,0.003040006565613454,800.0,1.09,400.0
0.19362680370591911,0.003050777865690834,1200.0,1.09,600.0
0.18277654437840676,0.00376297821436559,1600.0,1.09,800.0
0.17051686032187813,0.004621755122860249,2000.0,1.09,1000.0
0.2357086694175996,0.003122276465114411,400.0,1.1,200.0
0.1960249443933937,0.0028543480290305,800.0,1.1,400.0
0.17892131281974527,0.002878046663583073,1200.0,1.1,600.0
0.1675602176468522,0.0034010203475376517,1600.0,1.1,800.0
0.15757139918651672,0.004540667134847806,2000.0,1.1,1000.0
