temp,L,p
0.8113961501420524,1000.0,0.4
1.2309791074468392,1000.0,0.4
1.2233484582852119,1000.0,0.4
0.9325862033611783,1000.0,0.4
0.9919713477171894,1000.0,0.4
0.850862047584457,1000.0,0.4
1.1260034375660668,1000.0,0.4
1.0883731060795692,1000.0,0.4
1.1411665819153707,1000.0,0.4
1.141172567032262,1000.0,0.4
1.04608839287303,1000.0,0.4
1.0148598884627635,1000.0,0.4
1.1387308173165205,1000.0,0.4
0.9390712859380949,1000.0,0.4
1.2140900055329498,1000.0,0.4
1.1501865824314903,1000.0,0.4
1.031979157295475,1000.0,0.4
1.127669432687569,1000.0,0.4
0.9722090718605614,1000.0,0.4
1.2082110577147813,1000.0,0.4
0.9738618619603842,1000.0,0.4
1.0710533502334576,1000.0,0.4
1.0065722860238013,1000.0,0.4
0.9390232756164172,1000.0,0.4
1.059253037728081,1000.0,0.4
0.8323763254420087,1000.0,0.4
1.2939249959418218,1000.0,0.4
0.9708861774740337,1000.0,0.4
0.8477383082829992,1000.0,0.4
1.0480411695437926,1000.0,0.4
1.137940982651919,1000.0,0.4
1.0796021025205542,1000.0,0.4
1.2500862329612548,1000.0,0.4
0.9569519744867071,1000.0,0.4
1.3144005600607238,1000.0,0.4
0.9081270605327775,1000.0,0.4
0.6444200171355644,1000.0,0.4
0.8869780366237264,1000.0,0.4
1.156062222418709,1000.0,0.4
0.9060244753251546,1000.0,0.4
0.9989720484552302,1000.0,0.4
1.0450628481062616,1000.0,0.4
1.2841618294183526,1000.0,0.4
0.9168452762788917,1000.0,0.4
1.3852431613804683,1000.0,0.4
1.138547990505024,1000.0,0.4
0.9044483552301658,1000.0,0.4
1.0411025599288417,1000.0,0.4
1.0847195165863122,1000.0,0.4
1.1214707666164596,1000.0,0.4
1.0992229050420126,1000.0,0.4
1.0938809534512917,1000.0,0.4
1.2395992190401683,1000.0,0.4
1.0608773747431235,1000.0,0.4
1.0548048454119734,1000.0,0.4
0.9592919181133002,1000.0,0.4
1.0121560961173532,1000.0,0.4
0.9520921936524421,1000.0,0.4
1.0950433017763972,1000.0,0.4
0.8361080077215106,1000.0,0.4
1.0969976462628226,1000.0,0.4
1.1199355339252546,1000.0,0.4
1.0801172816092377,1000.0,0.4
1.2474718127421307,1000.0,0.4
0.8287096591730336,1000.0,0.4
0.8378286965694568,1000.0,0.4
1.2090263603326876,1000.0,0.4
1.0571482708818487,1000.0,0.4
1.1998979026379535,1000.0,0.4
1.0939516757543895,1000.0,0.4
1.2021843267196897,1000.0,0.4
1.102105632334622,1000.0,0.4
1.2737890466532387,1000.0,0.4
0.9631910638730108,1000.0,0.4
0.8671158147149204,1000.0,0.4
1.0609615785482596,1000.0,0.4
1.1886229515394173,1000.0,0.4
0.9893142616426872,1000.0,0.4
0.8766347533841707,1000.0,0.4
1.0664300408527818,1000.0,0.4
0.9553465641718544,1000.0,0.4
1.042009900707387,1000.0,0.4
1.0827531784829896,1000.0,0.4
1.101081758769088,1000.0,0.4
0.8995559468142533,1000.0,0.4
0.9322616061614398,1000.0,0.4
1.1506655429081356,1000.0,0.4
0.8980821317189815,1000.0,0.4
1.025845758849853,1000.0,0.4
1.2004467456017411,1000.0,0.4
0.9613013558963353,1000.0,0.4
1.1532512468988312,1000.0,0.4
1.1210649329740354,1000.0,0.4
0.7983305244151975,1000.0,0.4
0.854026437193836,1000.0,0.4
0.8902842678867638,1000.0,0.4
1.0140296154764334,1000.0,0.4
0.8904633215751673,1000.0,0.4
1.1414935806057986,1000.0,0.4
0.9213559470273925,1000.0,0.4
0.9250083084926408,1000.0,0.4
0.9819091208771831,1000.0,0.4
0.9259381106383786,1000.0,0.4
1.147955717883004,1000.0,0.4
1.0570170734331994,1000.0,0.4
0.9811441714991355,1000.0,0.4
0.8716647683504826,1000.0,0.4
1.343693764604155,1000.0,0.4
0.957122964338407,1000.0,0.4
0.8549270682685258,1000.0,0.4
1.0178606797596421,1000.0,0.4
0.9514876682847262,1000.0,0.4
1.061752941168401,1000.0,0.4
1.0453203766601966,1000.0,0.4
1.0788085021398168,1000.0,0.4
0.96889939620143,1000.0,0.4
1.0428958461539801,1000.0,0.4
1.293039612095166,1000.0,0.4
0.9431687370535724,1000.0,0.4
0.9831859732729378,1000.0,0.4
1.1119999215668894,1000.0,0.4
0.9096107957762911,1000.0,0.4
0.8857490653955238,1000.0,0.4
1.098312518244728,1000.0,0.4
1.1725475147818056,1000.0,0.4
0.9338124955764843,1000.0,0.4
1.3275971687838974,1000.0,0.4
1.154778992474545,1000.0,0.4
1.084543879398859,1000.0,0.4
1.2122022011710645,1000.0,0.4
1.2397120879175325,1000.0,0.4
1.0056208741377277,1000.0,0.4
1.1699766987643931,1000.0,0.4
1.1191110528492438,1000.0,0.4
0.6867261867108726,1000.0,0.4
1.0576616422255924,1000.0,0.4
0.9656292703451623,1000.0,0.4
1.035456368892145,1000.0,0.4
0.9993621270327859,1000.0,0.4
0.9457637103184056,1000.0,0.4
1.321052579807791,1000.0,0.4
0.7158014521668637,1000.0,0.4
1.1403116132625712,1000.0,0.4
1.0515265592720384,1000.0,0.4
1.0466012096269484,1000.0,0.4
1.109496956253489,1000.0,0.4
1.0910737457315203,1000.0,0.4
1.006299201348165,1000.0,0.4
0.8840401267701878,1000.0,0.4
1.00129732200223,1000.0,0.4
1.2567117858554488,1000.0,0.4
1.0839556654351992,1000.0,0.4
1.1384613344355297,1000.0,0.4
1.1233915267769552,1000.0,0.4
0.971149671099071,1000.0,0.4
1.0470394904925764,1000.0,0.4
1.1268347263244516,1000.0,0.4
0.9381552820614709,1000.0,0.4
1.2785847121642195,1000.0,0.4
1.066477310999113,1000.0,0.4
0.8705262726380064,1000.0,0.4
0.9730551612178013,1000.0,0.4
0.9801391481172589,1000.0,0.4
1.097474081897413,1000.0,0.4
1.1120910609413512,1000.0,0.4
1.0352828698638017,1000.0,0.4
1.0327057984751067,1000.0,0.4
0.9398231969042473,1000.0,0.4
1.147750271916033,1000.0,0.4
0.9268887843200275,1000.0,0.4
1.03772753728867,1000.0,0.4
1.2118384856184437,1000.0,0.4
0.965883201978729,1000.0,0.4
1.1735199859791448,1000.0,0.4
1.1632368746236637,1000.0,0.4
1.0602476727780337,1000.0,0.4
1.0207501355722555,1000.0,0.4
0.9399104702674386,1000.0,0.4
1.06351854429388,1000.0,0.4
1.1878548395451556,1000.0,0.4
1.0687843784579314,1000.0,0.4
0.9362392502242558,1000.0,0.4
1.0344346469146213,1000.0,0.4
1.0018091517229684,1000.0,0.4
1.0797779192119246,1000.0,0.4
0.9901991492803701,1000.0,0.4
1.005133989645552,1000.0,0.4
1.1816181749071348,1000.0,0.4
1.1753826666885177,1000.0,0.4
0.5480998978642495,1000.0,0.4
1.3666983353670432,1000.0,0.4
1.2324030258696568,1000.0,0.4
1.0521479629399533,1000.0,0.4
1.0653482372840142,1000.0,0.4
0.6524090741418075,1000.0,0.4
1.0055912985554303,1000.0,0.4
0.9299702615770735,1000.0,0.4
1.0542771482226334,1000.0,0.4
