neg,neg_err,L,p,L_A
1.3907553758082092,0.023459472386693297,200.0,0.8,100.0
1.5402390385660758,0.030010410192850875,300.0,0.8,150.0
1.644395480470627,0.03530836526211488,400.0,0.8,200.0
1.8731729964332664,0.042944808574531944,500.0,0.8,250.0
1.8844343205867498,0.05051365185715497,600.0,0.8,300.0
2.042540264547838,0.05815056713908503,700.0,0.8,350.0
2.079750681021105,0.06436260029111755,800.0,0.8,400.0
2.0652777983324375,0.08278660122025801,900.0,0.8,450.0
2.1158567425663373,0.12315203971177593,1000.0,0.8,500.0
0.4658948283735742,0.012241633456125198,100.0,1.0,50.0
0.47286382630844653,0.012503299705073015,200.0,1.0,100.0
0.43007189324875456,0.011341568915925452,300.0,1.0,150.0
0.42808910936012107,0.013848859829543446,400.0,1.0,200.0
0.4087661326525451,0.013398061879748232,500.0,1.0,250.0
0.3728358837997818,0.01382418987970106,600.0,1.0,300.0
0.40310976617312566,0.015453679409008594,700.0,1.0,350.0
0.4077057607495159,0.020214230705000037,800.0,1.0,400.0
0.38160890959369853,0.018371586901740754,900.0,1.0,450.0
0.37507155880660686,0.033915844433383954,1000.0,1.0,500.0
0.21217806865518532,0.007703560887690092,100.0,1.2,50.0
0.1663351705804694,0.005869498539664744,200.0,1.2,100.0
0.15028026318464577,0.005559385276152091,300.0,1.2,150.0
0.12794383284759572,0.005168843078998581,400.0,1.2,200.0
0.12073146916761004,0.005560919354550544,500.0,1.2,250.0
0.11691017643477253,0.007313692785529663,600.0,1.2,300.0
0.11234886808868186,0.00715347189727867,700.0,1.2,350.0
0.12282587891256225,0.00864787169789303,800.0,1.2,400.0
0.09855227854913887,0.0071174167453104875,900.0,1.2,450.0
0.10069845128201597,0.012837795702788906,1000.0,1.2,500.0
0.10875988582048846,0.005196829293640054,100.0,1.4,50.0
0.07635366384921367,0.0039673049480142995,200.0,1.4,100.0
0.06071270866841183,0.0033579746018725667,300.0,1.4,150.0
0.056010798981179145,0.004480746133975991,400.0,1.4,200.0
0.0495324479951307,0.0030282120146213174,500.0,1.4,250.0
0.04825987670614459,0.0036758093459070933,600.0,1.4,300.0
0.04370771294482306,0.004018612454546716,700.0,1.4,350.0
0.04492580225458005,0.006173525538280245,800.0,1.4,400.0
0.0405835359754356,0.004997790070655789,900.0,1.4,450.0
0.035498580140698635,0.004453755766953352,1000.0,1.4,500.0
0.056755985264154526,0.0038561362739891955,100.0,1.6,50.0
0.04437377115822575,0.0034997789910563744,200.0,1.6,100.0
0.041145586164406764,0.004120901388667957,300.0,1.6,150.0
0.02865255435051255,0.0024381342475758823,400.0,1.6,200.0
0.024064710679819534,0.002449213086689917,500.0,1.6,250.0
0.022756650918064277,0.0023082043115182985,600.0,1.6,300.0
0.020076332547136595,0.002056239641663855,700.0,1.6,350.0
0.017679093516523015,0.0019229092286302727,800.0,1.6,400.0
0.019660024384104233,0.0028084207865167058,900.0,1.6,450.0
0.011694237082624907,0.0017653256731098022,1000.0,1.6,500.0
0.03162227533590889,0.0023781842585969947,100.0,1.8,50.0
0.02172202107665674,0.0019033551644733965,200.0,1.8,100.0
0.01915333941138984,0.0022116795828786215,300.0,1.8,150.0
0.014316640832701039,0.0013478486963762453,400.0,1.8,200.0
0.018293461835831717,0.0022932963016605613,500.0,1.8,250.0
0.01651424347555784,0.0032405857574083286,600.0,1.8,300.0
0.009619305204503341,0.0010099102057832088,700.0,1.8,350.0
0.02161179297385916,0.005819901740728642,800.0,1.8,400.0
0.007639895804322708,0.0009218917766503965,900.0,1.8,450.0
0.006856960169130483,0.0013728982750285368,1000.0,1.8,500.0
0.02353160914046938,0.0026916176764466555,100.0,2.0,50.0
0.016045422299508224,0.0020486240378350426,200.0,2.0,100.0
0.010154371058697943,0.0012762032873736924,300.0,2.0,150.0
0.01037636037957125,0.0016768621697048228,400.0,2.0,200.0
0.010103137532812249,0.0016409404369481415,500.0,2.0,250.0
0.009337969627388622,0.0023792106054247573,600.0,2.0,300.0
