MI,MI_err,L,p,p_0,L_A,t,runs
0.6468754502281265,0.024306757645684213,10.0,1.2,0.0,5.0,25.0,100.0
0.6484219513556247,0.024347635776143163,10.0,1.2,0.0,5.0,26.0,100.0
0.6498610693237197,0.024387027664777704,10.0,1.2,0.0,5.0,27.0,100.0
0.651196379523587,0.02442539482931688,10.0,1.2,0.0,5.0,28.0,100.0
0.6524306827002352,0.024459339113668623,10.0,1.2,0.0,5.0,29.0,100.0
0.653585263300449,0.02449256186684274,10.0,1.2,0.0,5.0,30.0,100.0
0.6546380949887941,0.02451932070954419,10.0,1.2,0.0,5.0,31.0,100.0
0.6556137932639534,0.024545924292107137,10.0,1.2,0.0,5.0,32.0,100.0
0.656560015370617,0.024573902599311387,10.0,1.2,0.0,5.0,33.0,100.0
0.6574191111656755,0.024597246121417667,10.0,1.2,0.0,5.0,34.0,100.0
0.6582263266886521,0.02461878264439888,10.0,1.2,0.0,5.0,35.0,100.0
0.6589691094067086,0.02464074608727951,10.0,1.2,0.0,5.0,36.0,100.0
0.6596906767664482,0.02466001513412243,10.0,1.2,0.0,5.0,37.0,100.0
0.6603660515090227,0.024677522660286867,10.0,1.2,0.0,5.0,38.0,100.0
0.6609754403045396,0.024695034981709097,10.0,1.2,0.0,5.0,39.0,100.0
0.6615747555993853,0.02470994899567133,10.0,1.2,0.0,5.0,40.0,100.0
0.6621315420859092,0.024724771734135727,10.0,1.2,0.0,5.0,41.0,100.0
0.6626429925824605,0.02473768222446698,10.0,1.2,0.0,5.0,42.0,100.0
0.6631450614962968,0.024750331441726763,10.0,1.2,0.0,5.0,43.0,100.0
0.6636028067854335,0.024761636191853727,10.0,1.2,0.0,5.0,44.0,100.0
0.6640457131960923,0.024772131921453996,10.0,1.2,0.0,5.0,45.0,100.0
0.6644606317520119,0.02478221418972554,10.0,1.2,0.0,5.0,46.0,100.0
0.6648515898876964,0.024791004822504747,10.0,1.2,0.0,5.0,47.0,100.0
0.6652215336733728,0.02479945359907266,10.0,1.2,0.0,5.0,48.0,100.0
0.6655736795691777,0.024807389322728128,10.0,1.2,0.0,5.0,49.0,100.0
0.6659067285421533,0.024814400629059992,10.0,1.2,0.0,5.0,50.0,100.0
2.0415168724121493,0.03869193433712635,10.0,1.4,0.0,5.0,0.0,100.0
0.7165476298210299,0.020155201905541823,10.0,1.4,0.0,5.0,1.0,100.0
0.4868327121714666,0.015551096661916461,10.0,1.4,0.0,5.0,2.0,100.0
0.42099417068060774,0.01470852270272859,10.0,1.4,0.0,5.0,3.0,100.0
0.4012521742460195,0.015158374363858617,10.0,1.4,0.0,5.0,4.0,100.0
0.3971373519377384,0.01583865533069092,10.0,1.4,0.0,5.0,5.0,100.0
0.3988841711994526,0.016460806769623405,10.0,1.4,0.0,5.0,6.0,100.0
0.40287236928295245,0.01697792206244903,10.0,1.4,0.0,5.0,7.0,100.0
0.4076104938182851,0.01739853860057759,10.0,1.4,0.0,5.0,8.0,100.0
0.41244087422916387,0.017739386570314437,10.0,1.4,0.0,5.0,9.0,100.0
0.41706733550660224,0.018015850269721502,10.0,1.4,0.0,5.0,10.0,100.0
0.42136284273429503,0.018240289567837357,10.0,1.4,0.0,5.0,11.0,100.0
0.4252844847958088,0.01842284281392367,10.0,1.4,0.0,5.0,12.0,100.0
0.4288305674295662,0.0185715906225477,10.0,1.4,0.0,5.0,13.0,100.0
0.4320208643160914,0.018693143061216104,10.0,1.4,0.0,5.0,14.0,100.0
0.4348837288193095,0.018792720967480817,10.0,1.4,0.0,5.0,15.0,100.0
0.4374513155006675,0.018874735393109503,10.0,1.4,0.0,5.0,16.0,100.0
0.43975513059177496,0.018942544738219123,10.0,1.4,0.0,5.0,17.0,100.0
0.4418252958015349,0.018999001102486927,10.0,1.4,0.0,5.0,18.0,100.0
0.44368929486123304,0.01904641938186342,10.0,1.4,0.0,5.0,19.0,100.0
0.4453709730411132,0.019086594456194525,10.0,1.4,0.0,5.0,20.0,100.0
0.44689334826255084,0.01912094677113564,10.0,1.4,0.0,5.0,21.0,100.0
0.4482751633040997,0.01915059065995239,10.0,1.4,0.0,5.0,22.0,100.0
0.44953117654625424,0.01917690833732033,10.0,1.4,0.0,5.0,23.0,100.0
0.4506793600558307,0.01920060894807765,10.0,1.4,0.0,5.0,24.0,100.0
0.45173509883471685,0.019221331345423788,10.0,1.4,0.0,5.0,25.0,100.0
0.4527011415084718,0.0192410239474105,10.0,1.4,0.0,5.0,26.0,100.0
0.4535867284640615,0.019259843500540844,10.0,1.4,0.0,5.0,27.0,100.0
0.4544051438361871,0.019276113243478377,10.0,1.4,0.0,5.0,28.0,100.0
0.45516136972960114,0.019291719532085486,10.0,1.4,0.0,5.0,29.0,100.0
0.45587855947995665,0.019308562825707493,10.0,1.4,0.0,5.0,30.0,100.0
0.456530726891528,0.019324210186487643,10.0,1.4,0.0,5.0,31.0,100.0
0.4571348974937239,0.019338272106134223,10.0,1.4,0.0,5.0,32.0,100.0
0.4576992586867803,0.019353308067789888,10.0,1.4,0.0,5.0,33.0,100.0
0.45824309108827804,0.019368014904268788,10.0,1.4,0.0,5.0,34.0,100.0
0.4587289701164539,0.019381297666334594,10.0,1.4,0.0,5.0,35.0,100.0
0.45920541573475127,0.019396350153115676,10.0,1.4,0.0,5.0,36.0,100.0
0.45963615842451494,0.019409907016653537,10.0,1.4,0.0,5.0,37.0,100.0
0.4600430684910446,0.019423894419569362,10.0,1.4,0.0,5.0,38.0,100.0
0.4604333077355905,0.01943722129085617,10.0,1.4,0.0,5.0,39.0,100.0
0.46079870375520265,0.019450791696343037,10.0,1.4,0.0,5.0,40.0,100.0
0.4611389644780325,0.0194642711787286,10.0,1.4,0.0,5.0,41.0,100.0
0.46146605717840183,0.019477260499971005,10.0,1.4,0.0,5.0,42.0,100.0
0.46177101973275986,0.019490635362367587,10.0,1.4,0.0,5.0,43.0,100.0
0.4620574692269267,0.019503091202913554,10.0,1.4,0.0,5.0,44.0,100.0
0.4623330841778916,0.019516075410594032,10.0,1.4,0.0,5.0,45.0,100.0
0.46259006998761665,0.01952838384770876,10.0,1.4,0.0,5.0,46.0,100.0
0.4628318595949276,0.01954075347373839,10.0,1.4,0.0,5.0,47.0,100.0
0.4630647847486275,0.019552725200560773,10.0,1.4,0.0,5.0,48.0,100.0
0.46328162460339106,0.019564673417275028,10.0,1.4,0.0,5.0,49.0,100.0
0.46348822111345284,0.019576119893368004,10.0,1.4,0.0,5.0,50.0,100.0
2.035199182269806,0.04585290183715735,10.0,1.6,0.0,5.0,0.0,100.0
0.6974223310249325,0.021572520976258273,10.0,1.6,0.0,5.0,1.0,100.0
0.4559379336892199,0.01684622372643599,10.0,1.6,0.0,5.0,2.0,100.0
0.3804574687761999,0.01621687718645849,10.0,1.6,0.0,5.0,3.0,100.0
0.3526277927624538,0.016624042718593798,10.0,1.6,0.0,5.0,4.0,100.0
0.34163745199155066,0.017157384203281115,10.0,1.6,0.0,5.0,5.0,100.0
0.33758863826746205,0.017620608082008167,10.0,1.6,0.0,5.0,6.0,100.0
0.33674173060205453,0.01799716933529206,10.0,1.6,0.0,5.0,7.0,100.0
0.3374665062668635,0.018305123582089734,10.0,1.6,0.0,5.0,8.0,100.0
0.3389676909646807,0.018563313678476686,10.0,1.6,0.0,5.0,9.0,100.0
0.3408288209714632,0.018785646695309858,10.0,1.6,0.0,5.0,10.0,100.0
0.34282148493377185,0.01898121224075177,10.0,1.6,0.0,5.0,11.0,100.0
0.34481989503283367,0.01915621400411416,10.0,1.6,0.0,5.0,12.0,100.0
0.3467550831935511,0.019314690568392964,10.0,1.6,0.0,5.0,13.0,100.0
0.3485913848457505,0.019459538320107776,10.0,1.6,0.0,5.0,14.0,100.0
0.35031209266579943,0.01959270258109843,10.0,1.6,0.0,5.0,15.0,100.0
0.3519121825656671,0.01971573404025537,10.0,1.6,0.0,5.0,16.0,100.0
0.353392974212841,0.019829702760011288,10.0,1.6,0.0,5.0,17.0,100.0
0.354759187258614,0.0199354651966377,10.0,1.6,0.0,5.0,18.0,100.0
0.3560177698682193,0.020033776353830274,10.0,1.6,0.0,5.0,19.0,100.0
0.3571763096457078,0.020125161338501323,10.0,1.6,0.0,5.0,20.0,100.0
0.35824250729823726,0.02021009526781644,10.0,1.6,0.0,5.0,21.0,100.0
0.3592231685367001,0.020289005180474322,10.0,1.6,0.0,5.0,22.0,100.0
0.36012609233054,0.020362330441114716,10.0,1.6,0.0,5.0,23.0,100.0
0.36095851503561854,0.020430640747041373,10.0,1.6,0.0,5.0,24.0,100.0
0.3617253058114005,0.020494098481319747,10.0,1.6,0.0,5.0,25.0,100.0
0.3624321079083465,0.02055227302890959,10.0,1.6,0.0,5.0,26.0,100.0
0.3630893932332542,0.020607296044934668,10.0,1.6,0.0,5.0,27.0,100.0
0.3636931013917512,0.02065780714246828,10.0,1.6,0.0,5.0,28.0,100.0
0.36423907868071753,0.020703879718288562,10.0,1.6,0.0,5.0,29.0,100.0
0.36476107719562867,0.020746888984391296,10.0,1.6,0.0,5.0,30.0,100.0
0.3652394932005901,0.020787728702947202,10.0,1.6,0.0,5.0,31.0,100.0
0.3656811054985,0.020825148840783243,10.0,1.6,0.0,5.0,32.0,100.0
0.36608276665370754,0.02085893355444938,10.0,1.6,0.0,5.0,33.0,100.0
0.3664640425663157,0.020890018703039734,10.0,1.6,0.0,5.0,34.0,100.0
0.3668170183710132,0.020920553045250097,10.0,1.6,0.0,5.0,35.0,100.0
0.3671341521485995,0.0209474573178076,10.0,1.6,0.0,5.0,36.0,100.0
0.3674436178170301,0.02097286125424653,10.0,1.6,0.0,5.0,37.0,100.0
0.3677263068241538,0.02099592916555095,10.0,1.6,0.0,5.0,38.0,100.0
0.36798666108807937,0.021017029480107734,10.0,1.6,0.0,5.0,39.0,100.0
0.36823100037065903,0.021037389252488842,10.0,1.6,0.0,5.0,40.0,100.0
0.36845918936971983,0.02105576258911104,10.0,1.6,0.0,5.0,41.0,100.0
0.3686683747300994,0.021073119936258662,10.0,1.6,0.0,5.0,42.0,100.0
0.36886899936013834,0.02108895227312243,10.0,1.6,0.0,5.0,43.0,100.0
0.3690527601884167,0.02110365532603694,10.0,1.6,0.0,5.0,44.0,100.0
0.3692229478704887,0.02111756713068748,10.0,1.6,0.0,5.0,45.0,100.0
0.36938611976851504,0.021130245160629228,10.0,1.6,0.0,5.0,46.0,100.0
0.36953331138465045,0.02114186350150646,10.0,1.6,0.0,5.0,47.0,100.0
0.3696768935568597,0.02115316686659894,10.0,1.6,0.0,5.0,48.0,100.0
0.36980626308375575,0.02116332662949159,10.0,1.6,0.0,5.0,49.0,100.0
0.36992794343016383,0.021172842404164092,10.0,1.6,0.0,5.0,50.0,100.0
2.047456528091824,0.03894019907444243,10.0,1.8,0.0,5.0,0.0,100.0
0.6803869693757973,0.023838952438007523,10.0,1.8,0.0,5.0,1.0,100.0
0.4060560312155698,0.017607659673996266,10.0,1.8,0.0,5.0,2.0,100.0
0.3131266766488592,0.014622705402653088,10.0,1.8,0.0,5.0,3.0,100.0
0.27721914087069494,0.013455183654115247,10.0,1.8,0.0,5.0,4.0,100.0
0.2629061402401203,0.013148151084004939,10.0,1.8,0.0,5.0,5.0,100.0
0.25776251764852826,0.01320170055433125,10.0,1.8,0.0,5.0,6.0,100.0
0.2568049709199257,0.013389093852319267,10.0,1.8,0.0,5.0,7.0,100.0
0.25781602812499815,0.013614041011341834,10.0,1.8,0.0,5.0,8.0,100.0
0.25973141833699315,0.013837621630011485,10.0,1.8,0.0,5.0,9.0,100.0
0.2620153465575535,0.014045443870688411,10.0,1.8,0.0,5.0,10.0,100.0
0.26439267749198053,0.014233507670409967,10.0,1.8,0.0,5.0,11.0,100.0
0.26672229939181646,0.014402047971314499,10.0,1.8,0.0,5.0,12.0,100.0
0.26893474677512463,0.014552740144876989,10.0,1.8,0.0,5.0,13.0,100.0
0.27099888175034254,0.014687702459592087,10.0,1.8,0.0,5.0,14.0,100.0
0.2729050072359268,0.014808897245331604,10.0,1.8,0.0,5.0,15.0,100.0
0.27465396984414825,0.014918090514013178,10.0,1.8,0.0,5.0,16.0,100.0
0.27625347510688497,0.01501677339897409,10.0,1.8,0.0,5.0,17.0,100.0
0.2777132757280347,0.015106202718311876,10.0,1.8,0.0,5.0,18.0,100.0
0.27904434497465075,0.015187442230374507,10.0,1.8,0.0,5.0,19.0,100.0
0.2802586437622228,0.015261475129173285,10.0,1.8,0.0,5.0,20.0,100.0
0.28136641925340655,0.015329061654450776,10.0,1.8,0.0,5.0,21.0,100.0
0.2823780686600879,0.015390766887993203,10.0,1.8,0.0,5.0,22.0,100.0
0.28330262740588635,0.015447294411598728,10.0,1.8,0.0,5.0,23.0,100.0
0.284151111674382,0.015499203788309763,10.0,1.8,0.0,5.0,24.0,100.0
0.2849318582361845,0.015547512876262118,10.0,1.8,0.0,5.0,25.0,100.0
0.2856402927682986,0.015591874678226356,10.0,1.8,0.0,5.0,26.0,100.0
0.28630460393719614,0.01563290987628082,10.0,1.8,0.0,5.0,27.0,100.0
0.28690503952028945,0.01567042824146343,10.0,1.8,0.0,5.0,28.0,100.0
0.28746803363251777,0.01570637121095639,10.0,1.8,0.0,5.0,29.0,100.0
0.2879848130071079,0.01573927542252339,10.0,1.8,0.0,5.0,30.0,100.0
0.2884607117821451,0.015768671685244765,10.0,1.8,0.0,5.0,31.0,100.0
0.2889142479816448,0.01579901909535513,10.0,1.8,0.0,5.0,32.0,100.0
0.2893252465041338,0.015825621512469745,10.0,1.8,0.0,5.0,33.0,100.0
0.2897162276427274,0.01585157092312651,10.0,1.8,0.0,5.0,34.0,100.0
0.2900721210586274,0.01587491879212634,10.0,1.8,0.0,5.0,35.0,100.0
0.29041159291711,0.01589792540554927,10.0,1.8,0.0,5.0,36.0,100.0
0.290726218076382,0.015918997576811235,10.0,1.8,0.0,5.0,37.0,100.0
0.2910172542199276,0.015938810916831934,10.0,1.8,0.0,5.0,38.0,100.0
0.29129523499485543,0.0159584414638899,10.0,1.8,0.0,5.0,39.0,100.0
0.29155391636811107,0.015976380730050647,10.0,1.8,0.0,5.0,40.0,100.0
0.29179740452290637,0.015993883008731925,10.0,1.8,0.0,5.0,41.0,100.0
0.2920282697352222,0.01600996370886318,10.0,1.8,0.0,5.0,42.0,100.0
0.2922477041242847,0.016025809397387274,10.0,1.8,0.0,5.0,43.0,100.0
0.2924516376978427,0.016040717402789072,10.0,1.8,0.0,5.0,44.0,100.0
0.29264470506873996,0.01605500401119576,10.0,1.8,0.0,5.0,45.0,100.0
0.2928300440454973,0.01606872243616696,10.0,1.8,0.0,5.0,46.0,100.0
0.2930021654048195,0.01608184601455675,10.0,1.8,0.0,5.0,47.0,100.0
0.29316901801968215,0.016094465366317128,10.0,1.8,0.0,5.0,48.0,100.0
0.2933229497207167,0.016106562723758388,10.0,1.8,0.0,5.0,49.0,100.0
0.29347264873816953,0.016118248108440036,10.0,1.8,0.0,5.0,50.0,100.0
2.0554990646841436,0.0370678919125337,10.0,2.0,0.0,5.0,0.0,100.0
0.6946260496601662,0.020981485486833224,10.0,2.0,0.0,5.0,1.0,100.0
0.4136305888191841,0.01668010278298241,10.0,2.0,0.0,5.0,2.0,100.0
0.31074319408376994,0.01482476342015116,10.0,2.0,0.0,5.0,3.0,100.0
0.2647331123546107,0.014202293471907022,10.0,2.0,0.0,5.0,4.0,100.0
0.2411632755393584,0.014103275470429352,10.0,2.0,0.0,5.0,5.0,100.0
0.22782922463778568,0.01419551515040654,10.0,2.0,0.0,5.0,6.0,100.0
0.21974545869251838,0.014340959721925214,10.0,2.0,0.0,5.0,7.0,100.0
0.21461957102804832,0.014484748852987861,10.0,2.0,0.0,5.0,8.0,100.0
0.21128147698567204,0.014607180857458019,10.0,2.0,0.0,5.0,9.0,100.0
0.20907993104011166,0.014703631802345818,10.0,2.0,0.0,5.0,10.0,100.0
0.20762745390067963,0.014775735848431362,10.0,2.0,0.0,5.0,11.0,100.0
0.20668137309135481,0.014827329098279687,10.0,2.0,0.0,5.0,12.0,100.0
0.20608364000327598,0.014862542773562915,10.0,2.0,0.0,5.0,13.0,100.0
0.20572820659214386,0.014885111475668348,10.0,2.0,0.0,5.0,14.0,100.0
0.20554255576535702,0.014898142394498973,10.0,2.0,0.0,5.0,15.0,100.0
0.20547570061169865,0.014904093429174665,10.0,2.0,0.0,5.0,16.0,100.0
0.20549177158105755,0.014904833600793768,10.0,2.0,0.0,5.0,17.0,100.0
0.20556489663948618,0.014901821863101485,10.0,2.0,0.0,5.0,18.0,100.0
0.20567613241995575,0.014896072902822022,10.0,2.0,0.0,5.0,19.0,100.0
0.20581199943509484,0.014888368724837151,10.0,2.0,0.0,5.0,20.0,100.0
0.2059624536894604,0.014879273585122832,10.0,2.0,0.0,5.0,21.0,100.0
0.20611998637180548,0.014869172273608802,10.0,2.0,0.0,5.0,22.0,100.0
0.20627805258473886,0.014858317159674039,10.0,2.0,0.0,5.0,23.0,100.0
0.20643520618640374,0.014846918199062803,10.0,2.0,0.0,5.0,24.0,100.0
0.206589308177792,0.014835180486846459,10.0,2.0,0.0,5.0,25.0,100.0
0.20673423747595854,0.014823054457081986,10.0,2.0,0.0,5.0,26.0,100.0
0.20687025092179706,0.014810552649979113,10.0,2.0,0.0,5.0,27.0,100.0
0.20699106321190833,0.0147977562940512,10.0,2.0,0.0,5.0,28.0,100.0
0.20711477268993142,0.014785205977264949,10.0,2.0,0.0,5.0,29.0,100.0
0.20723225790292638,0.014772095433171494,10.0,2.0,0.0,5.0,30.0,100.0
0.20731679676912151,0.014758949887209652,10.0,2.0,0.0,5.0,31.0,100.0
0.20740440215357425,0.014746051510572216,10.0,2.0,0.0,5.0,32.0,100.0
0.20748993313681446,0.014732497850481521,10.0,2.0,0.0,5.0,33.0,100.0
0.20755370626450798,0.014719158181706382,10.0,2.0,0.0,5.0,34.0,100.0
0.20762108139420934,0.01470556250045898,10.0,2.0,0.0,5.0,35.0,100.0
0.2076757151141092,0.014692245424960249,10.0,2.0,0.0,5.0,36.0,100.0
0.2077235288769829,0.014679026110680869,10.0,2.0,0.0,5.0,37.0,100.0
0.20776204376825622,0.014665514919719892,10.0,2.0,0.0,5.0,38.0,100.0
0.2077887878718014,0.014651770298615044,10.0,2.0,0.0,5.0,39.0,100.0
0.20781669156853189,0.014637956994281267,10.0,2.0,0.0,5.0,40.0,100.0
0.20784105583294862,0.0146239076264665,10.0,2.0,0.0,5.0,41.0,100.0
0.20785546365317478,0.014611238976846349,10.0,2.0,0.0,5.0,42.0,100.0
0.20786882133053183,0.014598486757737445,10.0,2.0,0.0,5.0,43.0,100.0
0.20787586928287324,0.01458469410341293,10.0,2.0,0.0,5.0,44.0,100.0
0.20788041925860412,0.0145720605345005,10.0,2.0,0.0,5.0,45.0,100.0
0.20788042780301288,0.01455943961561304,10.0,2.0,0.0,5.0,46.0,100.0
0.20787942098460716,0.01454650351511635,10.0,2.0,0.0,5.0,47.0,100.0
0.2078725067236377,0.01453432428128719,10.0,2.0,0.0,5.0,48.0,100.0
0.20786524248241706,0.014521944920374386,10.0,2.0,0.0,5.0,49.0,100.0
0.2078547585179926,0.014509811320330593,10.0,2.0,0.0,5.0,50.0,100.0
