std,mean,L,p
0.13998850917877373,1.045771616207575,1000.0,0.4
0.14585212164377848,1.0305697654412498,1000.0,0.4
0.14238802165114983,1.0353998571878726,1000.0,0.4
0.13100694580257724,1.0432696813862392,1000.0,0.4
0.1338034683472736,1.0653744384794888,1000.0,0.4
0.1305024359542533,1.0673380660024636,1000.0,0.4
0.13369109046634084,1.038551683385538,1000.0,0.4
0.15039063411489556,1.0245457635825204,1000.0,0.4
0.14661503882420995,1.031585239367349,1000.0,0.4
0.14166189527847528,1.0328488997190817,1000.0,0.4
0.13960778921811204,1.0591932061666116,1000.0,0.4
0.14205500155952974,1.033757450941178,1000.0,0.4
0.15729306062374185,1.0581979274069742,1000.0,0.4
0.15177442477205438,1.040784921236764,1000.0,0.4
0.14453645209946897,1.0477781845402152,1000.0,0.4
0.13697720850229367,1.0615270324655202,1000.0,0.4
0.14879912502145828,1.0367107150204582,1000.0,0.4
0.15019333775579896,1.0468619665284118,1000.0,0.4
0.1501249688587774,1.029127769044644,1000.0,0.4
0.1282654928718512,1.0447223005412347,1000.0,0.4
0.12119345199296842,1.055134465223111,1000.0,0.4
0.13864431583308903,1.0497265359096728,1000.0,0.4
0.14189058402315127,1.038099741530768,1000.0,0.4
0.14051051728717648,1.0623882783164538,1000.0,0.4
0.1417480041594981,1.0363781009042219,1000.0,0.4
0.14741235013547554,1.0425326095756207,1000.0,0.4
0.151731746259004,1.05459180053007,1000.0,0.4
0.1244650217142877,1.0570829168941867,1000.0,0.4
0.14259687238133356,1.0507593580336736,1000.0,0.4
0.12964304021124995,1.0380039916890926,1000.0,0.4
0.14544474175645727,1.0328897240535844,1000.0,0.4
0.1352352314328977,1.0488667047100475,1000.0,0.4
0.1357849630126735,1.0450232639004715,1000.0,0.4
0.14082773650874084,1.04144253839276,1000.0,0.4
0.1474762102825374,1.0421705098545433,1000.0,0.4
0.13342014692721507,1.0416989848464409,1000.0,0.4
0.1501229498841824,1.0440531667813955,1000.0,0.4
0.15360681523995792,1.027013081486799,1000.0,0.4
0.13867210626618326,1.0635160024698656,1000.0,0.4
0.14660087037404437,1.0642114439090906,1000.0,0.4
0.1428995008693009,1.095698515892056,1000.0,0.4
0.138309794971563,1.0333419851171124,1000.0,0.4
0.14425782751452276,1.051565174180263,1000.0,0.4
0.13598499869978675,1.0310340343942834,1000.0,0.4
0.1570570129903031,1.0506307708104934,1000.0,0.4
0.1374626807206722,1.048386126450743,1000.0,0.4
0.1471170257235319,1.051665137395379,1000.0,0.4
0.13495856174230705,1.0424698217022,1000.0,0.4
0.14725826931372174,1.0678770064491885,1000.0,0.4
0.14231881727238885,1.0829668761266642,1000.0,0.4
0.14380273910023222,1.057265030736986,1000.0,0.4
0.14303901034898284,1.049235508711058,1000.0,0.4
0.14720956126602203,1.0556253711179855,1000.0,0.4
0.13881855195917178,1.0372264237158781,1000.0,0.4
0.1270283464900643,1.040806604711596,1000.0,0.4
0.1373000457142761,1.0509623229138763,1000.0,0.4
0.14035530668735105,1.0616084567674882,1000.0,0.4
0.13471930060086348,1.0436883958679162,1000.0,0.4
0.12284234736550417,1.0660651831113745,1000.0,0.4
0.138170776421636,1.047201479484249,1000.0,0.4
0.1423536719243569,1.0594442182710713,1000.0,0.4
0.12894502939008828,1.0658033289642963,1000.0,0.4
0.1436211828195495,1.039596574419167,1000.0,0.4
0.13238099884778146,1.0814261447698632,1000.0,0.4
0.13535302576474367,1.0607915837476574,1000.0,0.4
0.14376165519911754,1.031334632783715,1000.0,0.4
0.14006410805223413,1.0543330404100786,1000.0,0.4
0.1365354387639887,1.0615600813259756,1000.0,0.4
0.14073880511505835,1.042522290924447,1000.0,0.4
0.14051079610695472,1.057654421605143,1000.0,0.4
0.13169778849222966,1.0522316187141099,1000.0,0.4
0.14835980549738204,1.041460450625483,1000.0,0.4
0.1396515775553062,1.033083122861729,1000.0,0.4
0.14053709660954158,1.0509684718016288,1000.0,0.4
0.14329099735785117,1.0408737946526359,1000.0,0.4
0.13967862886608837,1.032108108719004,1000.0,0.4
0.14220812806182645,1.0369294256312258,1000.0,0.4
0.14656459968914415,1.0440312775596043,1000.0,0.4
0.14763808497677677,1.0471574620406312,1000.0,0.4
0.12817448380519408,1.0663931519421985,1000.0,0.4
0.1438890131864626,1.0673558631094606,1000.0,0.4
0.13327239843635466,1.0432694095784458,1000.0,0.4
0.13146443430639532,1.041308941328084,1000.0,0.4
0.1619236297803903,1.0600330605738315,1000.0,0.4
0.1431302195312286,1.0270155897692261,1000.0,0.4
0.1490977582024451,1.084105210554789,1000.0,0.4
0.1537399488750641,1.0710055304216382,1000.0,0.4
0.14164414869066166,1.045188390633631,1000.0,0.4
0.14343203079646383,1.034326226204217,1000.0,0.4
0.1497483694223406,1.0243246236382195,1000.0,0.4
0.15184574879056656,1.042312629848244,1000.0,0.4
0.150444715368018,1.0636207603152874,1000.0,0.4
0.1360397151585844,1.0655778692661286,1000.0,0.4
0.15037962559243553,1.0304296558213335,1000.0,0.4
0.14661230623953875,1.0485792793295663,1000.0,0.4
0.13683082404545585,1.0485114881931212,1000.0,0.4
0.14213727600621606,1.0578175545923412,1000.0,0.4
0.16009476792300714,1.0547687626389102,1000.0,0.4
0.16023922236708407,1.0574243787999897,1000.0,0.4
0.1407278800724434,1.0461204620618665,1000.0,0.4
0.1451635903751896,1.0275613863140478,1000.0,0.4
0.13719684298392842,1.0615093686249015,1000.0,0.4
0.1440966034942765,1.05779776126577,1000.0,0.4
0.1385655843142238,1.0385760423528305,1000.0,0.4
0.1532489321664976,1.0505793566593153,1000.0,0.4
0.13364962994245955,1.0654804440853067,1000.0,0.4
0.13571520655148064,1.055970879388508,1000.0,0.4
0.1478121665214818,1.0413541467426277,1000.0,0.4
0.15704714570942652,1.049052589521314,1000.0,0.4
0.14506366305970078,1.0515981305120286,1000.0,0.4
0.14364399801136324,1.0336429750181788,1000.0,0.4
0.13742186125387423,1.0236035697303385,1000.0,0.4
0.14164867420175384,1.0581387671047393,1000.0,0.4
0.1427536426039986,1.0504439720806655,1000.0,0.4
0.14878794757962213,1.0471356427788043,1000.0,0.4
0.14858630953016969,1.0410459001008416,1000.0,0.4
0.14019846551283544,1.0591497269107977,1000.0,0.4
0.14892389851991392,1.0629201919747397,1000.0,0.4
0.14305306073866123,1.0510267909683144,1000.0,0.4
0.12970881116500113,1.0570504445306657,1000.0,0.4
0.13719964436514825,1.0109626069480793,1000.0,0.4
0.1309891317400809,1.019985880445353,1000.0,0.4
0.1339005343971288,1.0291291999076824,1000.0,0.4
0.15171806857365075,1.0721239603749688,1000.0,0.4
0.14452174954393535,1.0538474564188451,1000.0,0.4
0.15453215057271324,1.0650929549475532,1000.0,0.4
0.14964587391211695,1.0623159855694446,1000.0,0.4
0.13098387438256381,1.0592278609558263,1000.0,0.4
0.1339117479197843,1.0438212586331679,1000.0,0.4
0.13404624785180266,1.056430600210721,1000.0,0.4
0.13675962254125668,1.0350987441337527,1000.0,0.4
0.14281385865219232,1.043786534552632,1000.0,0.4
0.13698729580651467,1.058250033821933,1000.0,0.4
0.14232242846366075,1.0572191883827866,1000.0,0.4
0.15641483324397398,1.041506502520842,1000.0,0.4
0.13986253223305334,1.0723496715806005,1000.0,0.4
0.13775958478229483,1.0313355261308792,1000.0,0.4
0.13236382144650388,1.0546247090380272,1000.0,0.4
0.14607303531623772,1.0657429677770225,1000.0,0.4
0.1428905588144515,1.0361865129444423,1000.0,0.4
0.14364686602664078,1.0257630110442628,1000.0,0.4
0.14151494150271557,1.0405510579505448,1000.0,0.4
0.13724956222146997,1.0692577008215576,1000.0,0.4
0.14117430866509692,1.033158210590847,1000.0,0.4
0.1570592105944771,1.0478803432978434,1000.0,0.4
0.13412188208141612,1.0581577881578872,1000.0,0.4
0.15373423352933907,1.0304627392052201,1000.0,0.4
0.13848693296769998,1.0441534429053334,1000.0,0.4
0.1469556074771179,1.0435758793881742,1000.0,0.4
0.1494941092162741,1.0573271340465071,1000.0,0.4
0.15505722523828322,1.0578022246940066,1000.0,0.4
0.13023571206859005,1.0589575001701357,1000.0,0.4
0.14058995886547815,1.0341505389626795,1000.0,0.4
0.14706833182239465,1.041219962490495,1000.0,0.4
0.13785193059622858,1.0503906925523168,1000.0,0.4
0.13813286466074948,1.0652055628774273,1000.0,0.4
0.12454697292141248,1.0292507566493814,1000.0,0.4
0.12820837081316727,1.0776865862884102,1000.0,0.4
0.14438824964137886,1.080566335878565,1000.0,0.4
0.14547181500930562,1.0644657709670342,1000.0,0.4
0.13760966321326273,1.0638863691679812,1000.0,0.4
0.14943356088068951,1.0426747221796173,1000.0,0.4
0.15069312448664812,1.0775955053326882,1000.0,0.4
0.14502118693504149,1.047346436878634,1000.0,0.4
0.14458516536174795,1.0230754081382014,1000.0,0.4
0.14069283866764704,1.052856525749456,1000.0,0.4
0.14878338296311217,1.0353613828150439,1000.0,0.4
0.1547205795082764,1.0433294478232735,1000.0,0.4
0.13632693756678516,1.0349947352579496,1000.0,0.4
0.14845077710003513,1.086766128172049,1000.0,0.4
0.14820910136333704,1.0704910897631148,1000.0,0.4
0.13875253712142557,1.0469217148494008,1000.0,0.4
0.1580913189984546,1.029384301958878,1000.0,0.4
0.1436494082162549,1.011936001397547,1000.0,0.4
0.14872663412389442,1.0653703482498562,1000.0,0.4
0.1659832543965199,1.0398783952543147,1000.0,0.4
0.14312626661094435,1.045061730033561,1000.0,0.4
0.1373897676738714,1.0457845737875608,1000.0,0.4
0.1327364833361262,1.054971046885545,1000.0,0.4
0.1388073208582366,1.079510391467556,1000.0,0.4
0.14526505451437474,1.0313781315781125,1000.0,0.4
0.1386467842438678,1.0460278311814268,1000.0,0.4
0.14386364152481296,1.0628165746808462,1000.0,0.4
0.14312871200342597,1.047004974923904,1000.0,0.4
0.13506332945104582,1.0567458380647479,1000.0,0.4
0.1570897240408431,1.0439204453590711,1000.0,0.4
0.13724816975083193,1.0236783635532714,1000.0,0.4
0.1327641558488502,1.0613338625345243,1000.0,0.4
0.13335948540759407,1.0539888353720583,1000.0,0.4
0.15187760997160007,1.042921360680766,1000.0,0.4
0.13581910063298797,1.0613630584082343,1000.0,0.4
0.14442671937166668,1.0522136009465923,1000.0,0.4
0.13766795580723595,1.028963914433854,1000.0,0.4
0.14870869829937583,1.0599273247747902,1000.0,0.4
0.14767757700522582,1.0429857995031453,1000.0,0.4
0.14085728995983277,1.064800303258656,1000.0,0.4
0.13299461205397334,1.0639217871141091,1000.0,0.4
0.15714070334547375,1.0321496900892642,1000.0,0.4
0.16372197670960864,1.043146412766503,1000.0,0.4
0.14742292200466675,1.0545217424675426,1000.0,0.4
0.12115037132339318,1.0410856475183634,1000.0,0.4
0.1416002466216464,1.054723315596855,1000.0,0.4
0.13699592117280793,1.0222915842313167,1000.0,0.4
0.14489796166093705,1.025990786045789,1000.0,0.4
0.15437337482957797,1.040836592290499,1000.0,0.4
0.14888022397179204,1.0617730977610336,1000.0,0.4
0.1350990606571755,1.0587012946343637,1000.0,0.4
0.13566402053272947,1.0513159659611062,1000.0,0.4
0.14357981714778328,1.0604836665959307,1000.0,0.4
0.15455135027434486,1.0502153700578951,1000.0,0.4
0.14228255293464756,1.0527833881221358,1000.0,0.4
0.14785048943401866,1.0608679119111946,1000.0,0.4
0.14057881767480263,1.0484047291850704,1000.0,0.4
0.14593185629941785,1.0376626088030885,1000.0,0.4
0.1517311319793016,1.0486468663531519,1000.0,0.4
0.1532357189893518,1.0369341146817794,1000.0,0.4
0.15035690385615094,1.0580220711916306,1000.0,0.4
0.13868240118795613,1.076771947375402,1000.0,0.4
0.13343659388918508,1.0626028686886166,1000.0,0.4
0.12626425098487518,1.0481604528075483,1000.0,0.4
0.14306509564386985,1.07903872542301,1000.0,0.4
0.1468546618539621,1.0520133417363824,1000.0,0.4
0.1438925009710097,1.0500658643334446,1000.0,0.4
0.14873105543150647,1.0409697928970303,1000.0,0.4
0.13440808340016935,1.0565475083908213,1000.0,0.4
0.15735036961218107,1.043836338411905,1000.0,0.4
0.15307989629012483,1.0354610773147257,1000.0,0.4
0.13534820859158547,1.0508245835302765,1000.0,0.4
0.1438989183308386,1.0709620061498093,1000.0,0.4
0.14003611693450463,1.070641067804073,1000.0,0.4
0.1440892682805754,1.0509628557608022,1000.0,0.4
0.1481821065648575,1.0556850321857965,1000.0,0.4
0.139362170293924,1.0634068480847334,1000.0,0.4
0.15691925696913325,1.03993710984488,1000.0,0.4
0.1332922550758889,1.0344521490631906,1000.0,0.4
0.1585017358468143,1.0363905224954055,1000.0,0.4
0.14854852057317003,1.0252955452944725,1000.0,0.4
0.14443722187865393,1.0144592348846184,1000.0,0.4
0.14035643661489816,1.0564233204684421,1000.0,0.4
0.1373410679797205,1.061465568834002,1000.0,0.4
0.13520156981585446,1.0455428296318372,1000.0,0.4
0.14111535054227337,1.0576902839366848,1000.0,0.4
0.14007761370795224,1.089602781308248,1000.0,0.4
0.15130588718114601,1.070141154397131,1000.0,0.4
0.14151509049070918,1.04781172552299,1000.0,0.4
0.1387013549989797,1.0700570535888394,1000.0,0.4
0.14201778183235864,1.0488410053405792,1000.0,0.4
0.12835139639248852,1.046344559178552,1000.0,0.4
0.14506758785503143,1.0463121086930118,1000.0,0.4
0.14754993092689575,1.046238250094402,1000.0,0.4
0.15101036068098678,1.0545006317305536,1000.0,0.4
0.13669371653859078,1.0532230174068868,1000.0,0.4
0.15368716799253693,1.0732729432541162,1000.0,0.4
0.14373477666925316,1.0451602997905383,1000.0,0.4
0.14169947711284225,1.0532807362995185,1000.0,0.4
0.142765045463745,1.0277989162433057,1000.0,0.4
0.16833574151940933,1.046114769976898,1000.0,0.4
0.15099263785417166,1.0284341098543592,1000.0,0.4
0.15388771473501792,1.0610694346903846,1000.0,0.4
0.14521762931477739,1.0429385634258403,1000.0,0.4
0.13613562439519075,1.0616749100642802,1000.0,0.4
0.14539332218008622,1.0253281876949274,1000.0,0.4
0.13137765722492897,1.05353062306448,1000.0,0.4
0.1311368710650822,1.064233489997651,1000.0,0.4
0.13236158639398912,1.0326899288899059,1000.0,0.4
0.14168256744872332,1.063601915468604,1000.0,0.4
0.1437124276362503,1.0478334443507233,1000.0,0.4
0.13762502764951404,1.04039222896888,1000.0,0.4
0.13461222966483524,1.0422650799810291,1000.0,0.4
0.1458276045637825,1.0375784942282575,1000.0,0.4
0.14583721072996886,1.0465792894730837,1000.0,0.4
0.15484361109967054,1.0381174148106649,1000.0,0.4
0.15129362004489116,1.0371818009056357,1000.0,0.4
0.15464626545952811,1.0476049560760057,1000.0,0.4
0.13735513667914248,1.0554824411475379,1000.0,0.4
0.14987651988396183,1.0271980740260673,1000.0,0.4
0.13933208602830974,1.0597094165772096,1000.0,0.4
0.13934857443363308,1.054380042222351,1000.0,0.4
0.148447389546644,1.0564140705483198,1000.0,0.4
0.14768172931028614,1.06403522163475,1000.0,0.4
0.1455616037793054,1.0492281481082735,1000.0,0.4
0.132715430877544,1.0543181575715501,1000.0,0.4
0.15234800884606917,1.0195823628460718,1000.0,0.4
0.14562868871332507,1.0307884834982308,1000.0,0.4
0.14596965793082417,1.0460363066066372,1000.0,0.4
0.1379194287769708,1.0539304565746404,1000.0,0.4
0.13766648332160672,1.034691457242323,1000.0,0.4
0.13907826003668336,1.076389502434309,1000.0,0.4
0.14714747915811516,1.0645383129035302,1000.0,0.4
0.14219425333911848,1.0423686179812297,1000.0,0.4
0.1414230221293969,1.0655833527666028,1000.0,0.4
0.1466813159843274,1.0391033042031925,1000.0,0.4
0.13926954448301326,1.047045893502712,1000.0,0.4
0.14397960634619233,1.0431528772109657,1000.0,0.4
0.14892690674892908,1.0446833619931224,1000.0,0.4
0.15502960580851421,1.0388238403009116,1000.0,0.4
0.1454886968779682,1.0440319490863599,1000.0,0.4
0.14477511240597013,1.0235807447761718,1000.0,0.4
0.14426040530966208,1.0628077885194807,1000.0,0.4
0.14744656192719618,1.063364760502454,1000.0,0.4
0.1363387296835924,1.065895076628184,1000.0,0.4
0.1479634360483502,1.0322128909584531,1000.0,0.4
0.14520073752688678,1.0484311232425911,1000.0,0.4
0.15174332330623336,1.0293560221583846,1000.0,0.4
0.15342442248358082,1.0564244355966101,1000.0,0.4
0.1357276241113389,1.0546186168946585,1000.0,0.4
0.13786850375433674,1.0307522502637236,1000.0,0.4
0.14010983967435284,1.0358057324116088,1000.0,0.4
0.14179290630298272,1.0322589444905592,1000.0,0.4
0.1415246727510677,1.0321757696174059,1000.0,0.4
0.1474573794583296,1.0323525115929486,1000.0,0.4
0.1384609619481012,1.0529875708432468,1000.0,0.4
0.1550214466791057,1.0265972417500182,1000.0,0.4
0.13689738923828315,1.047090574899203,1000.0,0.4
0.1502262299837542,1.0640463441213206,1000.0,0.4
0.1245785213344079,1.0497234645730686,1000.0,0.4
0.13182937736576653,1.0502279718138,1000.0,0.4
0.14214078738119065,1.0388987315936835,1000.0,0.4
0.1314624816636281,1.0235335663711527,1000.0,0.4
0.15266730039692847,1.029671683197678,1000.0,0.4
0.1340578096207177,1.0910147060034798,1000.0,0.4
0.15334899008010805,1.0581861136334394,1000.0,0.4
0.14014865307519656,1.0609210073271687,1000.0,0.4
0.13099347290185992,1.0585511728961776,1000.0,0.4
0.14671649455302105,1.0466418448480375,1000.0,0.4
0.14438517664090011,1.0427706204581215,1000.0,0.4
0.15012645105671688,1.0450191861186755,1000.0,0.4
0.1397404651572667,1.0630517897491278,1000.0,0.4
0.16010839682335354,1.057869796383898,1000.0,0.4
0.14321891973456402,1.0547370207927285,1000.0,0.4
0.15125242650643864,1.0758887519239093,1000.0,0.4
0.1342911288812163,1.0547262135261433,1000.0,0.4
0.14654568301554297,1.0603834612782757,1000.0,0.4
0.13629840942438912,1.0454602541532543,1000.0,0.4
0.15414618525141774,1.0567778544294244,1000.0,0.4
0.1567578575503049,1.0318073649865163,1000.0,0.4
0.12743152819198508,1.061927637830382,1000.0,0.4
0.13967098349931673,1.04459647549815,1000.0,0.4
0.14543262186511458,1.0194782003252518,1000.0,0.4
0.13689648248462843,1.0422785864209052,1000.0,0.4
0.13836140729481522,1.0433214563340791,1000.0,0.4
0.14648085361062557,1.055231389015669,1000.0,0.4
0.1299403070398992,1.0400395617905758,1000.0,0.4
0.13783856118357116,1.0318608606647293,1000.0,0.4
0.16739217312312774,1.0477928659581297,1000.0,0.4
0.1437242901332388,1.0554078128872924,1000.0,0.4
0.1301263692158505,1.038846415904885,1000.0,0.4
0.12695638107237,1.0520795399976204,1000.0,0.4
0.127790631900781,1.0395549101416437,1000.0,0.4
0.15909748955769595,1.0408070415786914,1000.0,0.4
0.13750976668730805,1.0307227828833072,1000.0,0.4
0.1461538924643117,1.0746538112071748,1000.0,0.4
0.150233843472263,1.0516915551612012,1000.0,0.4
0.15192202656862902,1.031530083133104,1000.0,0.4
0.14553399704855619,1.0299941061074764,1000.0,0.4
0.14210284997076736,1.0660518698832762,1000.0,0.4
0.14667093095817743,1.046898016493028,1000.0,0.4
0.14211077377272757,1.0438961108398686,1000.0,0.4
0.1347126949376916,1.0423725051766843,1000.0,0.4
0.1452027121031855,1.0327900409297812,1000.0,0.4
0.14000916534582916,1.044789891666981,1000.0,0.4
0.1512207927589689,0.9983913024573174,1000.0,0.4
0.14057420869155435,1.0377306920470566,1000.0,0.4
0.14269382106103146,1.051325896077209,1000.0,0.4
0.15506861113776418,1.0377575616557586,1000.0,0.4
0.15326594159411766,1.0758260345448625,1000.0,0.4
0.13321320051054963,1.035151221559001,1000.0,0.4
0.15002910226615776,1.0602340110892527,1000.0,0.4
0.14512955488805632,1.049624019520745,1000.0,0.4
0.13850182299000396,1.038719799749106,1000.0,0.4
0.12915119481542994,1.0293244941812383,1000.0,0.4
0.1290874187275292,1.0632288700065236,1000.0,0.4
0.13057069090843482,1.0307679407469628,1000.0,0.4
0.1321645140386902,1.0614356278670707,1000.0,0.4
0.1303399423202782,1.010331769903738,1000.0,0.4
0.13819555149699497,1.0416252696105355,1000.0,0.4
0.15946409444263732,1.042756956502939,1000.0,0.4
0.14413943994560333,1.0444912537050823,1000.0,0.4
0.1513690382546993,1.0519022733603378,1000.0,0.4
0.1431134404652688,1.0497750131779462,1000.0,0.4
0.13342215762755055,1.042946082022598,1000.0,0.4
0.13296274339768022,1.0446016330088859,1000.0,0.4
0.13767321824770654,1.0599611784216918,1000.0,0.4
0.1457514764882614,1.069415511423135,1000.0,0.4
0.14168719225026297,1.0562850046910413,1000.0,0.4
0.12887410539076857,1.065898067065892,1000.0,0.4
0.1343177416146063,1.0462400971314751,1000.0,0.4
0.13613251286103645,1.0714758339891102,1000.0,0.4
0.16331121372712767,1.0526990876089453,1000.0,0.4
0.140828920748907,1.064188157352279,1000.0,0.4
0.1225053491083133,1.0576419715218583,1000.0,0.4
0.14133492745306644,1.0639103040751703,1000.0,0.4
0.12966780407134015,1.0706472984831403,1000.0,0.4
0.1462926429165077,1.0639020758516051,1000.0,0.4
0.14228929024735168,1.091482237436342,1000.0,0.4
0.1368403879694398,1.0476819149048702,1000.0,0.4
0.14039228596466877,1.054445948044941,1000.0,0.4
0.13044932556657254,1.0648324197564158,1000.0,0.4
0.13255132767102262,1.0838305651005016,1000.0,0.4
0.14531316254407706,1.0563295888214164,1000.0,0.4
0.1418219702095668,1.0619518302115092,1000.0,0.4
0.15016373774170527,1.0382450680804867,1000.0,0.4
0.13324506549101583,1.0470905207499255,1000.0,0.4
0.15285825367719572,1.0530963856500875,1000.0,0.4
0.1374210990330746,1.055559460547406,1000.0,0.4
0.1498123535425026,1.045759636929275,1000.0,0.4
0.14040771547807743,1.0477395069978601,1000.0,0.4
0.14025540485535237,1.0498990219404831,1000.0,0.4
0.14529364816217247,1.053769274164644,1000.0,0.4
0.14004463771655137,1.0827017217029433,1000.0,0.4
0.12872829924755017,1.060397071589053,1000.0,0.4
0.1482646256010927,1.051481859279465,1000.0,0.4
0.1409145861967366,1.0487110261841335,1000.0,0.4
0.14967178426393646,1.0546695336233671,1000.0,0.4
0.1336443373983728,1.0643677925150434,1000.0,0.4
0.14643495511138158,1.0433283417935975,1000.0,0.4
0.1420915376475877,1.0784248238149612,1000.0,0.4
0.1335050004636345,1.0448445580470045,1000.0,0.4
0.13766193163565205,1.038383181379196,1000.0,0.4
0.1410804208491684,1.0543456226266603,1000.0,0.4
0.14124996981930896,1.0387840703772455,1000.0,0.4
0.1429434271131634,1.059044275247818,1000.0,0.4
0.15228397856480264,1.023061128119893,1000.0,0.4
0.15138188387458304,1.0256119899329046,1000.0,0.4
0.15002856106794688,1.0749477674698247,1000.0,0.4
0.13914826807271957,1.0497575500023122,1000.0,0.4
0.13968257774740975,1.030084237152212,1000.0,0.4
0.14648441607208323,1.0673673987456875,1000.0,0.4
0.1509756106580674,1.0486842253285187,1000.0,0.4
0.1460597951870381,1.0540832472997919,1000.0,0.4
0.1449686581696679,1.0259272141432976,1000.0,0.4
0.1360568199614827,1.0469971787314605,1000.0,0.4
0.14177951544984277,1.0370969888468027,1000.0,0.4
0.13704663000592737,1.0447856630275372,1000.0,0.4
0.13544920514520997,1.0266451207522802,1000.0,0.4
0.13467968413400408,1.0307670473156294,1000.0,0.4
0.14129764939005054,1.0315782957891544,1000.0,0.4
0.12000850138964059,1.0608290319865092,1000.0,0.4
0.1597190131492486,1.045310190537387,1000.0,0.4
0.1327555317634423,1.032630534190208,1000.0,0.4
0.13694469285681493,1.0543227071919874,1000.0,0.4
0.13874551404097044,1.0401731173442341,1000.0,0.4
0.13635024492500925,1.0629413628635878,1000.0,0.4
0.13593897602026772,1.0628610307213369,1000.0,0.4
0.13295007607125342,1.0566856398906992,1000.0,0.4
0.1510578556799144,1.0316999312134603,1000.0,0.4
0.12879038247285154,1.054061565583559,1000.0,0.4
0.1548738449535168,1.0209154821357147,1000.0,0.4
0.13384670434388543,1.0478374524808725,1000.0,0.4
0.16310676622700265,1.0527194728670655,1000.0,0.4
0.1433754605117916,1.0363863690568162,1000.0,0.4
0.15257198827949248,1.0417552951005875,1000.0,0.4
0.12916120723166943,1.0525954840782368,1000.0,0.4
0.14449455675616618,1.0420757525496998,1000.0,0.4
0.14166355653211013,1.0546190564200533,1000.0,0.4
0.13867263307063424,1.0436924488270836,1000.0,0.4
0.1444372961107366,1.0262777293247647,1000.0,0.4
0.14412456840093818,1.036472995346824,1000.0,0.4
0.1328099373040448,1.0525725793566496,1000.0,0.4
0.13836251490794857,1.0525123227990536,1000.0,0.4
0.1419416816049385,1.0467940676624405,1000.0,0.4
0.15439097268088914,1.0337444816641455,1000.0,0.4
0.13730027323421579,1.058677308528104,1000.0,0.4
0.1502914728584638,1.0574511259547064,1000.0,0.4
0.1371178942489868,1.017189424571404,1000.0,0.4
0.1390793234974373,1.0360632118697526,1000.0,0.4
0.1424869381196101,1.0528144787856473,1000.0,0.4
0.14434680482695525,1.0500922447630425,1000.0,0.4
0.1480286614134815,1.0532493738837536,1000.0,0.4
0.13271350100624155,1.034695086417213,1000.0,0.4
0.13575855217839783,1.0477332157123491,1000.0,0.4
0.1316279754406185,1.0764571245122239,1000.0,0.4
0.1445510267439801,1.0462329231971732,1000.0,0.4
0.13931935013556376,1.0226528758681361,1000.0,0.4
0.13095632298955928,1.0615019647508457,1000.0,0.4
0.16828145820072027,1.0759536847172195,1000.0,0.4
0.13775059964074282,1.0086118640124955,1000.0,0.4
0.1478308769779871,1.0425388307680292,1000.0,0.4
0.1397700065052767,1.051189400467589,1000.0,0.4
0.14604672425632997,1.0420724694916936,1000.0,0.4
0.15447092494857387,1.056590549155447,1000.0,0.4
0.14127824052418342,1.0570199543354875,1000.0,0.4
0.14432604489068035,1.0540661237309608,1000.0,0.4
